,document_id,text,ner,ner_type,ner_begin,ner_end,sentiment
797,55432,"DETALJI OKRŠAJA NA SVINGERSKOJ PLAŽI KOD ROVINJA Upucani vlasnik beach bara i državljanin BiH imaju više prostrijelnih rana, obojica u teškom stanju",BiH,LOC,90,93,Sentiment - NEUTR
798,111434,Nova ljevica: Beroš treba preuzeti odgovornost jer cjepiva protiv gripe nema dovoljno,Beroš,PER,14,19,Sentiment - NEG
799,93586,Je li Vlada upravo 'legalizirala' skandiranje ustaškog pozdrava na utakmicama i koncertima?,Vlada,ORG,6,11,Sentiment - NEG
800,60684,U ratu s Pajom Patkom: Kako je slavna guza iz Rija postala obični š***k iz Rusije,Rija,LOC,46,50,Sentiment - NEUTR
801,130591,Ovo je zgrada u kojoj u Londonu stanuju Todorići,Londonu,LOC,24,31,Sentiment - NEUTR
802,20367,Beli Manastir opet ostao bez pedijatra,Beli Manastir,LOC,0,13,Sentiment - NEG
803,23865,Posjetitelji će uživati u sto muzeja u svim dijelovima Hrvatske,Hrvatske,LOC,55,63,Sentiment - POZ
804,35621,"UFC FN 61: Frank Mir i Big Foot u dvoboju za ""goli UFC život""",Frank Mir,PER,11,20,Sentiment - NEUTR
805,120780,"Gradski okršaj Betisa i Seville nije završio; sudac prekinuo utakmicu u 40. minuti, molbe domaćih nogometaša nisu pomogle",Seville,ORG,24,31,Sentiment - NEUTR
806,113404,Vrhovni sud odlučuje o sudbini Smiljane Srnec,Vrhovni sud,ORG,0,11,Sentiment - NEUTR
807,94815,Blagdanska idila s najdražima: Nikolina Pišek s kćerkama uživa u Londonu,Londonu,LOC,65,72,Sentiment - NEUTR
808,17223,"Tri Hrvata nastupila, jedan se upisao u strijelce: Pogotkom otvorio put prema pobjedi",Hrvata,PER,4,10,Sentiment - NEUTR
809,94383,"Ako će najopasniji Grk ovako igrati protiv Hrvatske, nećemo se žaliti!",Grk,PER,19,22,Sentiment - NEG
810,107357,Privremena obustava rada bolnice za ortopediju i rehabilitaciju u Rovinju,bolnice za ortopediju i rehabilitaciju u Rovinju,ORG,25,73,Sentiment - NEUTR
811,115075,Maja Šuput rastapa srca: Ispod najnovije fotografije malenog Blooma oglasila se i Nina Badrić,Blooma,MISC,61,67,Sentiment - POZ
812,105440,Ara Shoes modeli kao neizostavni dio svakog trendi outfita,Ara Shoes,ORG,0,9,Sentiment - POZ
813,7058,Dobitnik nagrade Grammy pijanist Daniil Trifonov uskoro u Lisinskom,Grammy,MISC,17,23,Sentiment - POZ
814,68394,U BiH i Srbiju po nove zube za upola nižu cijenu,Srbiju,LOC,8,14,Sentiment - POZ
815,187,Ronaldo: Kladio bih se da će Leo Messi osvojiti Zlatnu loptu,Leo Messi,PER,29,38,Sentiment - POZ
816,69253,Kako se Ana zabavlja kad Kalembera nema blizu?,Ana,PER,8,11,Sentiment - NEUTR
817,35264,"Roditelji djece s poteškoćama prosvjedovali pred Vladom: ""Našoj djeci trebaju asistenti u nastavi""",Vladom,ORG,49,55,Sentiment - NEG
818,91144,"Pogledajte lijepu Katarinu Kitarović, kćer naše predsjednice",Katarinu Kitarović,PER,18,36,Sentiment - POZ
819,20104,"Đoković u velikom problemu zbog Čilića, mogao bi biti izbačen s Wimbledona",Đoković,PER,0,7,Sentiment - NEG
820,20983,Hrvatska lutrija donirala još 100 tisuća kuna,Hrvatska lutrija,ORG,0,16,Sentiment - POZ
821,15559,Olympiakos smijenio trenera koji je izbacio Rijeku i ušao u Ligu prvaka,Rijeku,ORG,44,50,Sentiment - NEUTR
822,22080,"Obami i Florida, na kraju rezultat 332:206",Florida,LOC,8,15,Sentiment - NEUTR
823,102126,Komadina: Građani pokazali da žele jak SDP kao branu klizanju Hrvatske udesno,Hrvatske,LOC,62,70,Sentiment - NEUTR
824,99688,Francuska vlada pozvala 'žute prsluke' da ne prosvjeduju ovaj vikend zbog napada u Strasbourgu,Strasbourgu,LOC,83,94,Sentiment - NEUTR
825,26009,"Oprez! Lažne poruke šire se na WhatsAppu, Viberu i Facebooku",WhatsAppu,MISC,31,40,Sentiment - NEUTR
826,15767,Otkrivena tajna Urana: Smrdi po pokvarenim jajima,Urana,LOC,16,21,Sentiment - NEG
827,113990,Mađarska ponovno produžila izvanredno stanje; vlasti mogu uvesti i policijski sat,Mađarska,LOC,0,8,Sentiment - NEG
828,82585,Svakom po poluvrijeme- svakom po bod; Šibenik već petu utakmicu u nizu ostvario pozitivan rezultat,Šibenik,ORG,38,45,Sentiment - POZ
829,14253,Fernando Torres uništio Everton,Fernando Torres,PER,0,15,Sentiment - POZ
830,55789,JEDAN OD NAJVEĆIH SUVREMENIH CRNOGORSKIH KNJIŽEVNIKA 'Vučić i SPC po nalogu iz Moskve opet nasrću na Crnu Goru',Moskve,LOC,79,85,Sentiment - NEG
831,53547,Toyota MR-2 W20 90-ih je nudio gušt vožnje Ferrarija po pristupačnoj cijeni,Toyota MR-2 W20,MISC,0,15,Sentiment - POZ
832,75626,Bivša Kraljica svijeta i njezina nasljednica: Jesu li one najljepša mama i kći Hrvatske?,Kraljica svijeta,MISC,6,22,Sentiment - POZ
833,66775,Čilić srušio Baghdatisa i ide na Tipsarevića!,Čilić,PER,0,5,Sentiment - POZ
834,114173,Ferdelji: Dubioza u Zagrebu je veća od dvije milijarde kuna. Potrošen je cijeli proračun unaprijed,Zagrebu,LOC,20,27,Sentiment - NEG
835,80154,"35-godišnji Zadranin suprugu bacio na pod, a zatim je udarao rukama po glavi. Završio je u istražnom zatvoru...",Zadranin,PER,12,20,Sentiment - NEG
836,36807,Avramopoulos: Komisija odlučna u zaštiti Schengena i Europe bez unutarnjih granica,Komisija,ORG,14,22,Sentiment - POZ
837,24863,U Dublinu se sudarila dva aviona: Jedan letio za Zadar,Dublinu,LOC,2,9,Sentiment - NEUTR
838,15816,"Ravnatelj Plitvičkih jezera: ""Nema govora o istjecanju fekalija u jezera, a gradnju apartmana ćemo staviti pod kontrolu""",Plitvičkih jezera,LOC,10,27,Sentiment - NEUTR
839,73641,"Nakon ukidanja pritvora pripadnicima HVO-a, evo reakcija: 'Nekada neodmjerene izjave političara mogu vrlo štetno djelovati na osumnjičene'",HVO-a,ORG,37,42,Sentiment - NEUTR
840,46229,"Njemački preokret: Šalju oružje Ukrajini, naoružavaju se i odustaju od ruskog plina",Ukrajini,LOC,32,40,Sentiment - POZ
841,67098,Pjesmom zapalili stadion u Kazanju i proslavili prolazak dalje!,Kazanju,LOC,27,34,Sentiment - NEUTR
842,14468,BiH nakon glasovanja u VS UN o Srebrenici: 'Neka ih bude sram i stid',BiH,LOC,0,3,Sentiment - NEUTR
843,24720,Muenchen: Opet otkazan paralelni slalom,Muenchen,LOC,0,8,Sentiment - NEUTR
844,98315,Paul McCartney svoj idući koncert planira održati na YouTubeu,YouTubeu,ORG,53,61,Sentiment - NEUTR
845,102200,"Di Maio i dalje čelnik Pokreta pet zvijezda, unatoč izbornom porazu",Di Maio,PER,0,7,Sentiment - NEG
846,109989,Nakon 18 godina su se vratili u Premier ligu i sada kreću po hrvatskog reprezentativca kojeg vide kao veliko pojačanje,Premier ligu,ORG,32,44,Sentiment - POZ
847,18546,NEPLODNIH PAROVA U HRVATSKOJ SVE VIŠE: ‘Pobjeda nad neplodnosti o kojoj nećete čuti u medijima’,HRVATSKOJ,LOC,19,28,Sentiment - NEUTR
848,123812,"Zbog nestašice čipova prodaja Volkswagena pala gotovo za četvrtinu, na kineskom se tržištu prodaja tek počela oporavljati",Volkswagena,ORG,30,41,Sentiment - NEUTR
849,56735,"USKOK PROVJERAVA ČETVERO SMIJENJENIH MINISTARA: Osim Kuščevića, meta izvida su i Goran Marić, Tolušić i Gabrijela Žalac",USKOK,ORG,0,5,Sentiment - NEUTR
850,25301,Orešković komentirao slučaj News Bar: HRT sam odlučuje,Orešković,PER,0,9,Sentiment - NEUTR
851,134947,"Francuzi poručuju: Hrvati, još ćemo se sresti",Hrvati,PER,19,25,Sentiment - NEG
852,88226,Branitelji: Matić je smijenjen! Matić: Imam potporu premijera,Matić,PER,32,37,Sentiment - NEUTR
853,124915,Carlos Sainz preuzeo vodstvo,Carlos Sainz,PER,0,12,Sentiment - POZ
854,42678,"U Splitu električnim romobilom podletio pod kombi, romobil se prepolovio",Splitu,LOC,2,8,Sentiment - NEUTR
855,106223,"Beroš o hrvatskim državljanima iz Wuhana: Neće trebati hospitalizacija, bit će na kućnoj njezi",Beroš,PER,0,5,Sentiment - NEUTR
856,20479,Talijanu za divljanje po Lovranu 1.300 kuna globe,Lovranu,LOC,25,32,Sentiment - NEUTR
857,81799,Hrvatska četvrtfinale protiv Italije igra u gradu u kojem je 2009. godine osvojila svoju prvu medalju u natjecanju koje je počelo prije 20 godina,Italije,ORG,29,36,Sentiment - NEUTR
858,56068,"NIKI KOVAČU STIŽE NAJSKUPLJE POJAČANJE U POVIJESTI BAYERNA Nijemci tvrde: Bavarci će aktivirati odštetnu klauzulu, pada rekord",Bavarci,PER,74,81,Sentiment - NEUTR
859,32316,Moratti: Ibrahimovića ću primiti nazad u Inter ako se ispriča,Moratti,PER,0,7,Sentiment - NEUTR
860,67672,Četvrtak u podne ili Nedjeljom u 2?,Nedjeljom u 2,MISC,21,34,Sentiment - NEUTR
861,21311,Lučić: Ultrasi će nas nositi do pobjede!,Lučić,PER,0,5,Sentiment - NEUTR
862,10462,"Tomašević komentirao novi mural: Geškom su uklonjeni murali žrtvama Vukovara i Dinamu, ali ne i onaj Praljku",Tomašević,PER,0,9,Sentiment - NEUTR
863,9726,Dinamo protiv Villarreala od 21 sat – izostankom Petkovića traži se napadač,Dinamo,ORG,0,6,Sentiment - NEUTR
864,63271,"Splitski branitelji DORH-u prijavili novinare Pupovčevih Novosti: Dežulovića, Ivančića i Krstulovića – narod.hr",DORH,ORG,20,24,Sentiment - NEUTR
865,56920,"MILANOVIĆ UZVRATIO HDZ-u KOJI GA JE PROZVAO DA JE LICEMJER: Da, rekao sam 2015. da je štrajk prosvjetara promašen jer je to bilo 2 tjedna prije izbora",HDZ,ORG,19,22,Sentiment - NEG
866,88956,Diane Kruger zablistala u Veneciji,Diane Kruger,PER,0,12,Sentiment - POZ
867,49144,Hrvatska osigurala nastup u Londonu. Čileanci poslužili Kaubojima za razgibavanje,Londonu,LOC,28,35,Sentiment - NEUTR
868,10834,"Četvrtfinale izborili i Roma, Slavija, Feyenoord, PAOK i Bodo/Glimt",Slavija,ORG,30,37,Sentiment - NEUTR
869,37364,Zgodna Lejla Filipović u savršenom petrolej kaputu,Lejla Filipović,PER,7,22,Sentiment - POZ
870,8091,Albanci pokušali ilegalno ući u Hrvatsku i nudili 500 eura policajcu da ih pusti,Hrvatsku,LOC,32,40,Sentiment - NEUTR
871,8768,NJEŽAN PJEV I NELJUDSKI URLIK Naizgled nespojiva suradnja Leta 3 i Tereze Kesovije Hrvatsku bacila na noge,Tereze Kesovije,PER,67,82,Sentiment - POZ
872,98179,Kajin traži Miletićevu ostavku: Pula i Istra nisu spremni za socijalni udar,Pula,LOC,32,36,Sentiment - NEUTR
873,15785,"Analiza Mislava Bage: ""Plenković i Dalić su sad na brisanom prostoru, kao glineni golubovi koji čekaju novi projektil""",Dalić,PER,35,40,Sentiment - NEG
874,37144,Kapica s ušima britanske blogerice Sarah Ashcroft koju želimo,Sarah Ashcroft,PER,35,49,Sentiment - POZ
875,121049,Zviždačica Maja Đerek teško optužila ministra Banožića,Banožića,PER,46,54,Sentiment - NEG
876,114077,Kakvo podcjenjivanje Dinama! Hrvatski prvak u Europskoj ligi ruši rekorde i još ne zna za poraz pa ovakav status nije zaslužio,Europskoj ligi,MISC,46,60,Sentiment - NEUTR
877,77228,Ipak se ukazala Meryl Streep! Ekipa Mamme Mije na rastanku s Visom bacila bazu na račun najvećeg misterija snimanja u Hrvatskoj,Mamme Mije,PER,36,46,Sentiment - POZ
878,21671,"Shorty: Planiram duet s Connectom, a možda i s Baretom",Connectom,ORG,24,33,Sentiment - POZ
879,12907,"Nakon prikupljenih potrebnih sredstava na Indiegogo, Vitastiq u jednom danu prikupio 20.000 dolara",Vitastiq,ORG,53,61,Sentiment - POZ
880,36012,"Proglašena elementarna nepogoda za područje Barbana, šteta od suše oko 7.1 milijun kuna",Barbana,LOC,44,51,Sentiment - NEUTR
881,28596,Dnevnik u 22: Gost je predsjednik Odbora za financije HDZ-a,Odbora za financije HDZ-a,ORG,34,59,Sentiment - NEUTR
882,55580,NOVI GAF REKTORA ZBOG KOJEG JE ZNANSTVENIK ĐIKIĆ OTIŠAO IZ HRVATSKE Svečano otkrio spomen-ploču na kojoj je njegovo ime - pogrešno uklesano!,HRVATSKE,LOC,59,67,Sentiment - NEUTR
883,94010,Kakav povratak Ademija; ušao u igru i zabio nakon pet minuta,Ademija,PER,15,22,Sentiment - POZ
884,127598,Abby (4) boluje od leukemije pa su joj priredili vjenčanje s omiljenim medicinskim tehničarem,Abby,PER,0,4,Sentiment - POZ
885,51022,CHICHARITO: 'Brazil uopće nije opasniji od Hrvatske; HERRERA: 'Napravili smo veliki posao!',CHICHARITO,PER,0,10,Sentiment - NEUTR
886,41272,Poruka engleske legende igračima PSG-a: Nemate poštovanja,PSG-a,ORG,33,38,Sentiment - NEG
887,118516,"Leo Messi srušio Guardiolu i City, ali za senzaciju večeri se pobrinuo Sheriff koji je u Madridu pobijedio moćni Real!",Madridu,LOC,89,96,Sentiment - NEUTR
888,6740,VUČIĆ SE ZAKOPAVA Iz tračnica ga izbacila konstatacija da mu je Šešelj glasnogovornik,Šešelj,PER,64,70,Sentiment - NEG
889,31714,Na graničnom prijelazu između Meksika i SAD-a u 15 godina poginulo više od 5.000 ljudi,SAD-a,LOC,40,45,Sentiment - NEUTR
890,37934,Albanac koji je drona s albanskom zastavom spustio na Marakanu zatražio azil u Hrvatskoj,Hrvatskoj,LOC,79,88,Sentiment - NEUTR
891,19668,"TARIK FILIPOVIĆ OTKRIO VELIKE NOVOSTI: Priprema mega kviz s Joškom Lokasom, nagrada je vrtoglava cifra - Dnevno.hr",TARIK FILIPOVIĆ,PER,0,15,Sentiment - POZ
892,46350,Romina zvijezda poludjela na Mourinha. Želi napustiti klub,Mourinha,PER,29,37,Sentiment - NEG
893,76479,Duje Marasović: I Tita proglasimo ratnim zločincem,Duje Marasović,PER,0,14,Sentiment - NEUTR
894,91479,Tajni sastanak Blaira i Vučića u Beogradu,Beogradu,LOC,33,41,Sentiment - NEUTR
895,91770,Mario Mandžukić našao način da razveseli malene pacijente,Mario Mandžukić,PER,0,15,Sentiment - POZ
896,87450,Prekinite začarani krug atopijskog dermatitisa uz Eucerin,Eucerin,MISC,50,57,Sentiment - POZ
897,71956,Mladi mopedist životno ugrožen nakon stravičnog izlijetanja s ceste u Murteru - Novi list,Murteru,LOC,70,77,Sentiment - NEUTR
898,42299,Gradonačelnik Dubrovnika: Unatoč crvenoj listi danas avionima sletjela 352 Britanca,Britanca,PER,75,83,Sentiment - NEUTR
899,860,Gent šokirao Tottenham: Sjajni Lovre Kalinić igrač utakmice!,Lovre Kalinić,PER,31,44,Sentiment - POZ
900,86860,"Prodan Makerbot, proizvođač 3D printera",Makerbot,MISC,7,15,Sentiment - POZ
901,16867,"''Začepi više, čovječe!'': Društvene mreže gore nakon što je Biden rekao Trumpu ono što svi misle",Biden,PER,61,66,Sentiment - POZ
902,99386,"Napeto na Kosovu: Specijalci upali na sjever zemlje, Vučić sazvao hitnu sjednicu",Vučić,PER,53,58,Sentiment - NEUTR
903,120076,Sarah Jessica Parker za premijeru nove serije odabrala haljinu kakvu bi rado nosila i Carrie Bradshaw,Carrie Bradshaw,PER,86,101,Sentiment - POZ
904,82041,"Livaja je za vjenčanje zakupio splitski Sustipan, jednu od najatraktivnijih lokacija. Nitko neće imati pristup, nećete vjerovati koliko je platio taj ‘luksuz‘",Livaja,PER,0,6,Sentiment - NEG
905,126975,Alen Halilović danas igra s Luisom Suarezom,Luisom Suarezom,PER,28,43,Sentiment - NEUTR
906,35008,Zategnuti odnosi SAD-a i Njemačke: Obama i Merkel ne mogu se uskladiti oko špijunskog skandala,Obama,PER,35,40,Sentiment - NEG
907,39458,"Nakon prekida s Filomenom, Marko iz ŽNV-a napao hejtere: ""Jadni ste i žalim vas""",ŽNV-a,ORG,36,41,Sentiment - NEUTR
908,75631,Koolhof i Mektić u četvrtfinalu Roland-Garrosa,Mektić,PER,10,16,Sentiment - POZ
909,94263,"Burza u minusu, Đuro Đaković pogotovo",Đuro Đaković,ORG,16,28,Sentiment - NEG
910,28248,Slovenija: Sud globu Agrokoru smanjio sa 53 na samo 1 milijun eura,Slovenija,LOC,0,9,Sentiment - NEUTR
911,76394,"Nova knjiga Arijane Čuline: ""Kako postati faca u Hrvatskoj""",Kako postati faca u Hrvatskoj,MISC,29,58,Sentiment - NEUTR
912,11184,Crna Gora slavi Dan državnosti; Đukanović: 'Trebamo iskoristiti širom otvorena vrata EU i što prije postati punopravna članica',EU,ORG,85,87,Sentiment - POZ
913,86367,Zubović: S Mihanovićem sam prekinuo svaki kontakt,Mihanovićem,PER,11,22,Sentiment - NEG
914,94604,Najmanje 235 mrtvih u napadu na džamiju u Egiptu,Egiptu,LOC,42,48,Sentiment - NEUTR
915,131238,Rakitić ispred Messija! 'Ova nagrada će zauzeti posebno mjesto',Messija,PER,15,22,Sentiment - POZ
916,110249,Kolar: Dječji vrtić u Pregradi siguran za djecu i djelatnike,Dječji vrtić u Pregradi,ORG,7,30,Sentiment - POZ
917,137266,"Američki san marketinški je trik, a Blanche Dubois junakinja našeg doba",Blanche Dubois,PER,36,50,Sentiment - NEG
918,97858,Sirene i bakljada na Rivi: Ovako će se Split oprostiti od Olivera,Split,LOC,39,44,Sentiment - POZ
919,110106,Britanci žure doma iz Francuske nakon uvođenja karantene,Francuske,LOC,22,31,Sentiment - NEUTR
920,101562,Ovako može slaviti samo Dani Alves; imao je razloga jer postao je najtrofejniji nogometaš u povijesti,Dani Alves,PER,24,34,Sentiment - POZ
921,109736,"[VIDEO] Dinamo naslov prvaka proslavio pobjedom nad Varaždinom, a o golu Lovre Majera će se još dugo pričati",Varaždinom,ORG,52,62,Sentiment - NEUTR
922,35942,Ovako izgleda cvijeće u Fukushimi?,Fukushimi,LOC,24,33,Sentiment - NEUTR
923,78559,"Gordan Mišetić i Milivoj Tafra iz klape ‘Lučica’: Toma Bebić je bija veliki čovik i umjetnik, zaslužija je da mu se odužimo jednom večeri njemu u čast",Lučica,ORG,41,47,Sentiment - NEUTR
924,110440,"Žena na Poluotoku u Zadru prodavala naočale poznatih brendova, sve su bile lažne pa je zaradila kaznenu prijavu",Poluotoku,LOC,8,17,Sentiment - NEUTR
925,110630,Kina i Indija se dogovorile o povlačenju vojske sa sporne granice,Indija,LOC,7,13,Sentiment - NEUTR
926,117040,Dinamo uoči drugog pretkola Lige prvaka baš u Omoniju prodaje veliku zvijezdu; krilni napadač pojačava idućeg protivnika Modrih,Omoniju,LOC,46,53,Sentiment - NEUTR
927,67033,"Razina vode u gradu je viša od metar i pol, zatvoren je Trg sv. Marka, proglašeno izvanredno stanje",Trg sv. Marka,LOC,56,69,Sentiment - NEUTR
928,104212,"Ocean na Saturnovom mjesecu sadrži gradivne blokove života, otkrila je NASA-ina misija Cassini",Cassini,MISC,87,94,Sentiment - POZ
929,94591,Ovaj emotivni zagrljaj Buffona i Rakitića dirnuo je mnoge,Buffona,PER,23,30,Sentiment - POZ
930,100195,Bulić: Dubinskom snimanju poslovanja Uljanika pristupilo šest tvrtki,Bulić,PER,0,5,Sentiment - NEUTR
931,49291,Vedran Ćorluka na met i talijanskih velikana Juventusa i Rome?,Rome,ORG,57,61,Sentiment - NEUTR
932,2195,LayZ i nova cura napravili nered: 'Kad mi pečemo pizzu',LayZ,MISC,0,4,Sentiment - POZ
933,82257,"Nikolina Brnjac gostovala na našoj konferenciji o ponovnom uzletu avioturizma: ‘Dubrovnik se vraća na kartu kao važna aviodestinacija, radimo na rješavanju nedostatka radne snage...‘",Dubrovnik,LOC,80,89,Sentiment - POZ
934,15928,Odlična ideja: U Škotskoj liječnici kao lijek propisuju - odlazak u prirodu,Škotskoj,LOC,17,25,Sentiment - POZ
935,87208,Neto dobit Zagrebačke banke pala 20 posto,Zagrebačke banke,ORG,11,27,Sentiment - NEG
936,52861,"MA, KAKVA MIROVINA Dobro je za druge da se povukao, Mirko izgleda bolje nego ikad!",Mirko,PER,52,57,Sentiment - POZ
937,5141,UN upozorava: Islamska država naučila proizvoditi bojni otrov,UN,ORG,0,2,Sentiment - NEUTR
938,106966,Goran Navojec: 'Glumac nikako ne bi trebao zatomljavati dijete u sebi',Goran Navojec,PER,0,13,Sentiment - NEUTR
939,112946,"Blagdanska epizoda podcasta princa Harryja, Meghan i malenoga Archieja polako se uspinje na top ljestvici",Archieja,PER,62,70,Sentiment - POZ
940,78902,"60. MDF prvi je festival u Hrvatskoj koji se otvara nakon korone; večeras počinju online upisi u radionice, a u ponedjeljak prodaja ulaznica",MDF,MISC,4,7,Sentiment - POZ
941,5284,"Đikića respektiram kao znanstvenika, ali Barišić ima moje povjerenje",Đikića,PER,0,6,Sentiment - NEG
942,81156,"Ja sam za Lauca Albert Einstein! To što je on napravio je veleizdaja, a prosvjed na Trgu je sramota za Hrvatsku!",Trgu,LOC,84,88,Sentiment - NEUTR
943,30039,"Dr. Sršen iz Italije: Lockdown nije riješio problem, nažalost",Lockdown,MISC,22,30,Sentiment - NEG
944,138327,"Peking se 2008. davio u smogu, a sada je napravio ugljično neutralne Igre",Igre,MISC,69,73,Sentiment - POZ
945,48149,"Iranka u Hrvatskoj: Traže da idem u Teheran po rodni list, a ni u ambasadu ne smijem! Dosta mi je. Odlazim!",Teheran,LOC,36,43,Sentiment - NEUTR
946,100217,"Na Poljudu nema kraja sreći, ManCity kupuje Palaversu, daje milijune i ostavlja ga na posudbi",Poljudu,LOC,3,10,Sentiment - POZ
947,110871,Irvine Welsh i Hanif Kureishi gosti 19. FEKP-a koji se održava u suradnji s prestižnim britanskim Hay Festivalom,Hay Festivalom,MISC,98,112,Sentiment - POZ
948,108104,Mrak-Taritaš: HDZ i Bandić su u stabilnoj koaliciji,Bandić,PER,20,26,Sentiment - NEG
949,77195,"Pogledajte golove: gosti su poveli, Almeida preokrenuo, a Capan šokirao Poljud",Almeida,PER,36,43,Sentiment - POZ
950,124595,Ante Filipović Grčić: Biti profesionalac znači ne mistificirati svoj lik i djelo (dizajn.hr),Ante Filipović Grčić,PER,0,20,Sentiment - NEUTR
951,128572,Marić je optimistično govorio o poreznoj reformi: 'Dobra je vijest da formiranje Vlade ide vrlo brzo nakon formiranja Sabora',Marić,PER,0,5,Sentiment - POZ
952,112656,Papa: Božić s ograničenjima protiv koronavirusa može biti autentičniji,Božić,MISC,6,11,Sentiment - POZ
953,126770,"Kamerunu nisu pomogli ni suci, Meksiko upisao tri boda",Kamerunu,LOC,0,8,Sentiment - NEG
954,125660,"Dacia Lodgy - Dimenzijom u višem segmentu, cijenom u nižem",Dacia Lodgy,MISC,0,11,Sentiment - POZ
955,60789,Posrtali su tamo gdje nisu smjeli! Ovo su utakmice koje su Hajduk koštale osvajanja naslova prvaka,Hajduk,ORG,59,65,Sentiment - NEG
956,42340,"Klopp: Messi nije loš igrač, ali brojke nam ne idu u korist",Messi,PER,7,12,Sentiment - POZ
957,3647,Vojislav Šešelj bi u haškom pritvoru mogao završiti do kraja mjeseca,Vojislav Šešelj,PER,0,15,Sentiment - NEG
958,30308,Pjanić želi u Italiju,Italiju,LOC,14,21,Sentiment - NEUTR
959,95112,Kojoj bolje stoji: Kći najbogatije Hrvatice i J.Lo osvojila skupocjena vesta,J.Lo,PER,46,50,Sentiment - POZ
960,138233,"Hrvatska u znaku broja 11; imamo 11 predstavnika, a dosad smo osvojili 11 medalja",Hrvatska,LOC,0,8,Sentiment - POZ
961,133815,Zoran Gobac i Sandi Šola propali u dizalu u dvorani Caja Magica,Caja Magica,ORG,52,63,Sentiment - NEUTR
962,28774,Eurobasket: Finska slavila protiv Rusije,Finska,LOC,12,18,Sentiment - POZ
963,85070,Izraelci podržavaju razmjenu Shalita za 1000 Palestinca,Palestinca,PER,45,55,Sentiment - NEUTR
964,30825,Ibrahimović odlučio o nastavku karijere,Ibrahimović,PER,0,11,Sentiment - NEUTR
965,73592,Tepeš za RTL objavio povlačenje iz politike: u HDSSB-u izbio žestok sukob,Tepeš,PER,0,5,Sentiment - NEUTR
966,69316,'Trenutno ima puno oboljelih na planetu pa Zemlja ima groznicu i trese se. Ostanite doma!',Zemlja,LOC,43,49,Sentiment - NEG
967,66714,'Suci su se prema Hrvatima ponašali prijateljski',Hrvatima,PER,18,26,Sentiment - NEUTR
968,124551,Međunarodni dan borbe protiv nasilja nad ženama: U zadnjih pet godina ubijena je 91 žena,Međunarodni dan borbe protiv nasilja nad ženama,MISC,0,47,Sentiment - NEUTR
969,84277,Medvedev pokreće ‘destaljinizaciju’ Rusije,Rusije,LOC,36,42,Sentiment - NEUTR
970,138905,Evo gdje gledati Hrvatsku u borbi za četvrtfinale protiv Srbije,Hrvatsku,LOC,17,25,Sentiment - POZ
971,69234,'Povamipreni ustaše u Srbu su nasljednici fašističke ustaške NDH i Ante Pavelića',Srbu,LOC,22,26,Sentiment - NEG
972,102967,"Pali Kuščević i Marić, no oporba želi još: Ovo je popis ministara koje žele van iz Vlade",Marić,PER,16,21,Sentiment - NEG
973,130255,"Pretražili domove i oduzeli oružje, prijavljene tri osobe iz Trpinje",Trpinje,LOC,61,68,Sentiment - NEUTR
974,112687,Marko i Ana Tolja uz svesrdnu pomoć malog Mare već su okitili bor,Mare,PER,42,46,Sentiment - POZ
975,75520,"Hrgović: 'U dobroj sam formi, trenirao sam kroz pandemiju'",Hrgović,PER,0,7,Sentiment - POZ
976,18692,"OSIJEK PREJAK ZA RIJEKU: Bjelica nadmudrio Rožmana, gosti nemoćni i bez prilika",Bjelica,PER,25,32,Sentiment - POZ
977,88573,Može li Štimčev Zadar baciti Split na koljena?,Zadar,ORG,16,21,Sentiment - NEUTR
978,24115,Kingston Technology najbolji u distribuciji SSD diskova u 2019.,Kingston Technology,ORG,0,19,Sentiment - POZ
979,45028,Prije 40 godina pucao u Reagana da impresionira Jodie Foster. Uskoro ide na slobodu?,Jodie Foster,PER,48,60,Sentiment - NEUTR
980,69839,"Sevka je zaista jako smršavjela, no grudi su i dalje ostale bujne",Sevka,PER,0,5,Sentiment - POZ
981,82595,"Fascinantan život Branka Ivande, velikog režisera koji je upravo dobio najvažniju nagradu u zemlji",Branka Ivande,PER,18,31,Sentiment - POZ
982,109582,Radnička fronta tvrdi da radnicima Kraša prijete otkazi. Kraš ih poklopio: 'Dižemo plaće radnicima u proizvodnji i zaposlit ćemo u kolovozu više od 100 ljudi',Radnička fronta,ORG,0,15,Sentiment - NEG
983,132677,Djevojčica (9) iznenadila pismom Djedu Božićnjaku: Napisala da za Božić ne želi - ništa!,Božić,MISC,66,71,Sentiment - POZ
984,18526,"FOTO: Nešto mekši, svježiji i osobniji Elemental izazvao vrtoglavicu u Rijeci",Elemental,ORG,39,48,Sentiment - POZ
985,13341,Evakuacija 54.000 stanovnika njemačkog grada na sam Božić,Božić,MISC,52,57,Sentiment - NEUTR
986,43958,Socijalni radnici podigli kaznenu prijavu protiv Jelene Veljače i Nataše Janjić,Jelene Veljače,PER,49,63,Sentiment - NEG
987,48559,FOTO Vruće i zabavno na dodjeli MTV-jevih nagrada: Seksi vampiri uzeli su sve...,MTV,ORG,32,35,Sentiment - POZ
988,127824,Olympiakos u Ligi prvaka pobijedio riječko Primorje,Primorje,ORG,43,51,Sentiment - NEUTR
